city_id,city
3250,Millsboro
3251,Springboro
3252,Centereach
3253,Harlan
3254,Odessa
3255,Hibbing
3256,Gaston
3257,Daingerfield
3258,Horse Shoe
3259,Whitmore Lake
3260,Mooresville
3261,Destin
3262,Morgantown
3263,Portsmouth
3264,Lebec
3265,Bayside
3266,Fairport
3267,Canonsburg
3268,American Canyon
3269,Spencer
3270,Adairsville
3271,Rockford
3272,Warrenville
3273,Inman
3274,Pasco
3275,White House
3276,Fraser
3277,Indianapolis
3278,Breinigsville
3279,Newman
3280,Ames
3281,Crown Point
3282,Reidsville
3283,Evergreen
3284,Guthrie
3285,Silverdale
3286,Calvert City
3287,Anchorage
3288,Grandy
3289,Centreville
3290,Wiggins
3291,Coldwater
3292,Chico
3293,Spring Grove
3294,Bradenton Beach
3295,Olathe
3296,Ermine
3297,Granite Bay
3298,Norcross
3299,Ecorse
3300,Whiting
3301,Ramona
3302,Big Rapids
3303,Central Point
3304,Milltown
3305,Seal Beach
3306,Short Hills
3307,Pryor
3308,Bessemer City
3309,Kahului
3310,Corona
3311,Matthews
3312,Cape Girardeau
3313,Meadowview
3314,Eden Prairie
3315,Urbana
3316,Enosburg Falls
3317,Ottawa
3318,Sammamish
3319,Kenai
3320,Denton
3321,Barstow
3322,Coraopolis
3323,Lincoln Park
3324,Kodiak
3325,Princeton
3326,Denham Springs
3327,Le Mars
3328,Scarborough
3329,Laguna Niguel
3330,Neillsville
3331,Hyattsville
3332,Flowood
3333,Wahiawā
3334,Horn Lake
3335,Clearwater
3336,Plain City
3337,Catlettsburg
3338,Greeley
3339,Murrysville
3340,McAllen
3341,Hammonton
3342,Morganfield
3343,Newbury Park
3344,Wautoma
3345,Mount Airy
3346,New London
3347,Gulf Shores
3348,Roaring Spring
3349,Morrisville
3350,Poteau
3351,La Plata
3352,Palmetto
3353,South Holland
3354,Morrow
3355,Lake Mills
3356,Halethorpe
3357,Monterey
3358,Tifton
3359,Omak
3360,Spring
3361,Hood River
3362,New Lexington
3363,Toledo
3364,Pahoa
3365,Grimes
3366,Plattsburgh
3367,Elysburg
3368,Sylacauga
3369,Dunnellon
3370,Dexter
3371,Troutdale
3372,Hanford
3373,Saline
3374,Alpharetta
3375,Hondo
3376,Cottonport
3377,Westland
3378,Cairo
3379,Durango
3380,Mount Ephraim
3381,Saint Helena
3382,Forney
3383,North Lima
3384,Sulphur
3385,New Oxford
3386,Sycamore
3387,Katy
3388,San Luis Obispo
3389,Port Chester
3390,Bradford
3391,Devils Lake
3392,Cleburne
3393,New Haven
3394,Vernal
3395,Sanford
3396,Syracuse
3397,Rehoboth Beach
3398,Fostoria
3399,New Franken
3400,Wesley Chapel
3401,West Terre Haute
3402,Charlottesville
3403,Litchfield
3404,Watonga
3405,North Miami Beach
3406,Roosevelt
3407,Statesboro
3408,Hazen
3409,Fullerton
3410,Williston
3411,Pittsburg
3412,Talihina
3413,Albion
3414,Kittery
3415,Newton Highlands
3416,Joint Base Lewis Mcchord
3417,Port Barre
3418,Carrollton
3419,Lawrenceville
3420,Santa Barbara
3421,Taylorville
3422,Beaverton
3423,Park City
3424,Mercer Island
3425,Maple Valley
3426,Dalton
3427,Blythewood
3428,Oelwein
3429,Roanoke
3430,Albany
3431,Layton
3432,Wadesboro
3433,Gillette
3434,Gainesville
3435,Hatfield
3436,Champlin
3437,Plover
3438,Soquel
3439,Cullowhee
3440,La Vernia
3441,Lincoln City
3442,Lake Mary
3443,Union Grove
3444,Valparaiso
3445,East Saint Louis
3446,Linthicum Heights
3447,Windsor
3448,Moline
3449,Perth Amboy
3450,Craig
3451,Parlin
3452,Ludington
3453,Pittsburgh
3454,Sherwood
3455,Circleville
3456,Lynn
3457,Hobart
3458,Montrose
3459,Temple
3460,Mount Washington
3461,Tremonton
3462,Winston-Salem
3463,West Hempstead
3464,Giddings
3465,Carpentersville
3466,Compton
3467,Opelousas
3468,Howard City
3469,Atkins
3470,West Valley City
3471,Fort Oglethorpe
3472,Bethany
3473,McPherson
3474,Dawsonville
3475,Germantown
3476,Brazil
3477,Yazoo City
3478,Camarillo
3479,Hoffman Estates
3480,Pasadena
3481,Crowley
3482,Churchville
3483,Elizabeth City
3484,Morganton
3485,Schenectady
3486,Shawnee
3487,Parkesburg
3488,Swartz Creek
3489,Bismarck
3490,Punxsutawney
3491,Rohnert Park
3492,Dorchester Center
3493,Venice
3494,Biddeford
3495,Winnetka
3496,Ukiah
3497,Mathis
3498,Keokuk
3499,Conyers
3500,Woods Cross
3501,Winslow
3502,Sapulpa
3503,Pleasanton
3504,Greenwell Springs
3505,Reynoldsville
3506,Southern Pines
3507,Eugene
3508,Glen Burnie
3509,Waterbury
3510,Ypsilanti
3511,Perris
3512,Pacoima
3513,Twin City
3514,La Crescenta
3515,Clinton Township
3516,Mebane
3517,San Pedro
3518,Shreveport
3519,Lacey
3520,Vicksburg
3521,Monte Vista
3522,Nixa
3523,Corrigan
3524,Palm Harbor
3525,Moreno Valley
3526,Daphne
3527,Thibodaux
3528,Encinitas
3529,Suffolk
3530,Bastrop
3531,Fort Dodge
3532,Loves Park
3533,Winchendon
3534,Radcliff
3535,Haw River
3536,Polo
3537,Buena Vista
3538,Ina
3539,Hopewell
3540,Walnut Ridge
3541,Winder
3542,Grundy
3543,Decatur
3544,Hazel Crest
3545,Ririe
3546,Show Low
3547,Yulee
3548,North Highlands
3549,Cherryville
3550,Dracut
3551,Newton
3552,Nacogdoches
3553,Mount Pleasant
3554,Carterville
3555,Tonawanda
3556,Plymouth Meeting
3557,Tualatin
3558,Jacksonville Beach
3559,Maricopa
3560,Westernport
3561,Gulf Breeze
3562,Harrison
3563,Chapin
3564,Cypress
3565,Covington
3566,Mill Valley
3567,New Brunswick
3568,Bountiful
3569,Dresden
3570,Bay Shore
3571,Alamosa
3572,Corolla
3573,Manchester
3574,Round Rock
3575,Upland
3576,Brockton
3577,Boonville
3578,Stuart
3579,Everett
3580,New Albany
3581,Festus
3582,Nesquehoning
3583,Rolesville
3584,Shippensburg
3585,Hamburg
3586,El Dorado Springs
3587,Crofton
3588,Aliquippa
3589,Whitinsville
3590,Crete
3591,Olean
3592,Dodge City
3593,Kīhei
3594,Skiatook
3595,Pequannock
3596,Prentiss
3597,Hot Springs Village
3598,Morehead City
3599,Takoma Park
3600,Corvallis
3601,Bixby
3602,New Milford
3603,Paulding
3604,Lake City
3605,Tuscaloosa
3606,North Andover
3607,Tempe
3608,Senatobia
3609,Cleveland
3610,Henderson
3611,Loogootee
3612,Jerseyville
3613,Gladewater
3614,Cottage Grove
3615,Pearl City
3616,Nipomo
3617,New Holstein
3618,Horseheads
3619,San Manuel
3620,Walnut Cove
3621,Crooksville
3622,Jackson
3623,Ellicott City
3624,Broussard
3625,Gatlinburg
3626,Crest Hill
3627,Haverhill
3628,Sioux Center
3629,Stockton
3630,Fort Lupton
3631,Dripping Springs
3632,Enoree
3633,Hernando
3634,Fortuna
3635,Elmira
3636,Cape May Court House
3637,Waimanalo
3638,Cupertino
3639,Manorville
3640,Seaside
3641,Braintree
3642,Blackwood
3643,Buellton
3644,Snohomish
3645,Brainerd
3646,Eagle Pass
3647,Noblesville
3648,New Castle
3649,Gaithersburg
3650,Largo
3651,Paramus
3652,O Fallon
3653,Aitkin
3654,Sumter
3655,Platteville
3656,Pataskala
3657,Fargo
3658,Bowling Green
3659,Edinburgh
3660,Dover
3661,Scottsboro
3662,Rising Sun
3663,Wade
3664,Mount Juliet
3665,Walcott
3666,Schulenburg
3667,Leominster
3668,Capitola
3669,Liberty
3670,Walton
3671,Corning
3672,Grayson
3673,Evansdale
3674,Lake Hopatcong
3675,Wylie
3676,Cranford
3677,Casey
3678,Atchison
3679,Flowery Branch
3680,New Smyrna Beach
3681,Cornersville
3682,Waltham
3683,Tyler
3684,Lawson
3685,Goodlettsville
3686,Prairieville
3687,Glenpool
3688,Concordia
3689,Troutville
3690,Old Hickory
3691,Rio Rancho
3692,Oak Forest
3693,Anniston
3694,Hercules
3695,Chandler
3696,Tipton
3697,Saraland
3698,Versailles
3699,Brockport
3700,Orangeburg
3701,Kawkawlin
3702,Marshall
3703,Canoga Park
3704,El Segundo
3705,Canyon Country
3706,Lemont Furnace
3707,Bonita Springs
3708,Arlington Heights
3709,Spokane
3710,Cynthiana
3711,Pottstown
3712,Pelham
3713,Rainbow City
3714,Temple City
3715,Ormond Beach
3716,Bentleyville
3717,Joplin
3718,Clarksburg
3719,Indian River
3720,Blairsville
3721,Halifax
3722,New Lenox
3723,Calico Rock
3724,Kouts
3725,Kaufman
3726,West Jefferson
3727,Shorewood
3728,Sonoma
3729,Hawthorne
3730,Fayetteville
3731,Arnold
3732,Gulfport
3733,Lebanon
3734,Ferndale
3735,Eagle
3736,Elkhorn
3737,Ellsworth
3738,Columbia City
3739,Clawson
3740,Midlothian
3741,Slaton
3742,Lithia
3743,Selah
3744,Saint Petersburg
3745,Owatonna
3746,Mary Esther
3747,Elmsford
3748,Wailuku
3749,Hamlin
3750,Nutley
3751,La Crosse
3752,Harrisburg
3753,Ocean Shores
3754,Bernville
3755,Lewes
3756,Signal Hill
3757,Lamar
3758,Deming
3759,Columbus
3760,Clifton Forge
3761,Walled Lake
3762,Elk Grove
3763,Acton
3764,Aiken
3765,Artesia
3766,Andalusia
3767,La Verne
3768,Kankakee
3769,Milan
3770,Morrilton
3771,Papillion
3772,Ulysses
3773,North Las Vegas
3774,Millington
3775,Beaumont
3776,Porterville
3777,Baker
3778,Bethel Park
3779,Upper Marlboro
3780,Roxboro
3781,Milledgeville
3782,Kissimmee
3783,Warwick
3784,Riverbank
3785,Sun Prairie
3786,Paris
3787,Carmichael
3788,Burlingame
3789,Broadview Heights
3790,Poulsbo
3791,Flagstaff
3792,Sandy
3793,Dresher
3794,Mocksville
3795,Lewisburg
3796,Charlestown
3797,Northfield
3798,Globe
3799,Millbrook
3800,Wadena
3801,Southaven
3802,Sheridan
3803,Findlay
3804,Louisville
3805,Tivoli
3806,Scott
3807,San Juan Capistrano
3808,Riverside
3809,Utica
3810,Lowell
3811,Red Oak
3812,Hilliard
3813,Dundee
3814,Ashland
3815,Amherst
3816,Buda
3817,Clayton
3818,Saratoga Springs
3819,Edgewood
3820,Wilsonville
3821,Jerome
3822,Lawrenceburg
3823,Moncks Corner
3824,Queensbury
3825,Wabasha
3826,New Hartford
3827,Ogden
3828,Ozark
3829,Westchester
3830,Kuttawa
3831,Glenview
3832,East Bernard
3833,Tucson
3834,Bellevue
3835,Mishawaka
3836,Healdton
3837,Little Rock
3838,Greensboro
3839,Henryetta
